,Author,Published Date,Title,Text,Title_without_stopwords,Text_without_stopwords,Language,Site_url,Main_img_url,Type,Label,hasImage,camefrom,summarized_text,keywords
236,The New York Times,2022-10-18,Topline Results for the October 2022 Times/Siena Poll of Registered Voters,"Responses from a survey of 792 registered voters conducted by The New York Times and Siena College from Oct. 9-12, 2022.",Topline Results October 2022 Times/Siena Poll Registered Voters,"Responses survey 792 registered voters conducted The New York Times Siena College Oct. 9-12 , 2022 .",English,https://www.nytimes.com/interactive/2022/10/18/upshot/times-siena-poll-toplines.html,,Unknown,Unknown,False,NYTimes," Responses from a survey of 792 registered voters conducted by The New York Times and Siena College from Oct. 9-12, 2022 . The survey was conducted by the Times and the College of Technology in New York City, New York, and the New York Institute of Technology .","('voters', 0.5295)"
237,The New York Times,2022-10-18,When the Tax Agency Won’t Let You Deduct Your Reindeer-Herding Dog,Indigenous Sami tradition versus Swedish bureaucracy — who wins this dogfight?,When Tax Agency Won ’ Let You Deduct Your Reindeer-Herding Dog,Indigenous Sami tradition versus Swedish bureaucracy — wins dogfight ?,English,https://www.nytimes.com/2022/10/18/opinion/svonni-swedish-tax-agency-sami.html,,Unknown,Unknown,False,NYTimes, Indigenous Sami tradition versus Swedish bureaucracy — who wins this dogfight? Swedish bureaucracy versus Swedish tradition vs. Indigenous Sammi tradition versus Sweden bureaucracy . Swedish bureaucracy vs. indigenous Sammi culture vs. Swedish bureaucracy: Who wins this battle? Who wins the battle? Read more from iReport.com .,"('sami', 0.5336)"
238,The New York Times,2022-10-18,Italy’s Next Government Hinges on a Familiar Face: Silvio Berlusconi,Giorgia Meloni’s likely turn as prime minister will depend on support from the billionaire media mogul. So may the health of Italian democracy.,Italy ’ Next Government Hinges Familiar Face : Silvio Berlusconi,Giorgia Meloni ’ likely turn prime minister depend support billionaire media mogul . So may health Italian democracy .,English,https://www.nytimes.com/2022/10/18/world/europe/berlusconi-italy-right-wing.html,,Unknown,Unknown,False,NYTimes, Giorgia Meloni’s likely turn as prime minister will depend on support from the billionaire media mogul . So may the health of Italian democracy . Giorgiia's likely turn in prime minister depends on his support from media mogul Giorgio Meloni .,"('meloni', 0.4714)"
239,The New York Times,2022-10-18,"In the Netherlands, Balancing Energy Security Against Climate Concerns",A central location and web of gas pipelines are helping boost gas imports in the country even as it tries to stick to its clean energy goals.,"In Netherlands , Balancing Energy Security Against Climate Concerns",A central location web gas pipelines helping boost gas imports country even tries stick clean energy goals .,English,https://www.nytimes.com/2022/10/18/business/energy-climate-change-netherlands.html,,Unknown,Unknown,False,NYTimes, A central location and web of gas pipelines are helping boost gas imports in the country even as it tries to stick to its clean energy goals . The country's central location is helping boost its gas imports even though it is trying to keep clean energy clean . A web of natural gas pipelines is helping to boost the country's gas imports .,"('pipelines', 0.5661)"
240,The New York Times,2022-10-18,Cross-Tabs for October 2022 Times/Siena Poll of Registered Voters,"Responses from a survey of 792 registered voters conducted by The New York Times and Siena College from Oct. 9-12, 2022.",Cross-Tabs October 2022 Times/Siena Poll Registered Voters,"Responses survey 792 registered voters conducted The New York Times Siena College Oct. 9-12 , 2022 .",English,https://www.nytimes.com/interactive/2022/10/18/upshot/times-siena-poll-registered-voters-crosstabs.html,,Unknown,Unknown,False,NYTimes," Responses from a survey of 792 registered voters conducted by The New York Times and Siena College from Oct. 9-12, 2022 . The survey was conducted by the Times and the College of Technology in New York City, New York, and the New York Institute of Technology .","('voters', 0.5295)"
241,The New York Times,2022-10-18,Power in the N.F.L.,The owner of the Washington Commanders has survived numerous allegations in the image-conscious N.F.L.,Power N.F.L .,The owner Washington Commanders survived numerous allegations image-conscious N.F.L .,English,https://www.nytimes.com/2022/10/18/briefing/daniel-syder-nfl-commanders.html,,Unknown,Unknown,False,NYTimes," The owner of the Washington Commanders has survived numerous allegations in the image-conscious N.F.L. club . The owner has been accused of sexual misconduct in the past . The allegations have not been proven true, but the allegations have been dropped by the N.C. team .","('commanders', 0.498)"
242,The New York Times,2022-10-18,"Yellen, Zelensky and Zuckerberg Will Speak at DealBook Summit","The conference, scheduled for Nov. 30, will bring together the biggest newsmakers in business, politics and culture.","Yellen , Zelensky Zuckerberg Will Speak DealBook Summit","The conference , scheduled Nov. 30 , bring together biggest newsmakers business , politics culture .",English,https://www.nytimes.com/2022/10/18/business/ukraine-zelensky-meta-zuckerberg-dealbook-summit-2022.html,,Unknown,Unknown,False,NYTimes," The conference, scheduled for Nov. 30, will bring together the biggest newsmakers in business, politics and culture . The conference will be held in New York City, New York, on Nov. 28, 2015, at 8 p.m. ET . It will be the first time the conference has been held in the U.S. since 2008 .","('conference', 0.5375)"
243,The New York Times,2022-10-18,Denmark says ‘powerful explosions’ caused the Nord Stream pipeline leaks.,"The findings were similar to those of Swedish investigators, who reported this month that the leaks were the result of detonations that they strongly suspected were acts of sabotage.",Denmark says ‘ powerful explosions ’ caused Nord Stream pipeline leaks .,"The findings similar Swedish investigators , reported month leaks result detonations strongly suspected acts sabotage .",English,https://www.nytimes.com/2022/10/18/world/europe/nord-stream-pipeline-leaks-explosions-russia.html,,Unknown,Unknown,False,NYTimes," Swedish investigators say the leaks were the result of detonations that they strongly suspected were acts of sabotage . The findings were similar to those of Swedish investigators who reported earlier this month that they suspected the detonations were sabotage . Sweden's findings are similar to that of the Swedish investigators, who said the leaks came from detonations .","('leaks', 0.5543)"
244,The New York Times,2022-10-18,Can China’s leader deliver?,"A party congress appears set to give Xi Jinping five more years in power. He has big goals for cutting greenhouse gas emissions, and big challenges.",Can China ’ leader deliver ?,"A party congress appears set give Xi Jinping five years power . He big goals cutting greenhouse gas emissions , big challenges .",English,https://www.nytimes.com/2022/10/18/climate/china-xi-jinping-climate.html,,Unknown,Unknown,False,NYTimes," A party congress appears set to give Xi Jinping five more years in power . He has big goals for cutting greenhouse gas emissions, and big challenges . Party congress appears to give him the chance to stay in power for another five years . He faces big challenges, including cutting emissions of greenhouse gas .","('jinping', 0.3702)"
245,The New York Times,2022-10-18,French Cement Company to Pay $780 Million Over Payoffs to ISIS,"The Justice Department hit the firm, Lafarge, with one of the largest penalties a corporation has ever paid for providing material support to a terrorist organization.",French Cement Company Pay $ 780 Million Over Payoffs ISIS,"The Justice Department hit firm , Lafarge , one largest penalties corporation ever paid providing material support terrorist organization .",English,https://www.nytimes.com/2022/10/18/nyregion/lafarge-cement-isis-terrorism.html,,Unknown,Unknown,False,NYTimes, The Justice Department hit the firm with one of the largest penalties a corporation has ever paid for providing material support to a terrorist organization . Lafarge received the largest penalty a company has ever received for supporting a terrorist group . The company has been hit with a maximum penalty of $1.5 billion .,"('lafarge', 0.4685)"
246,The New York Times,2022-10-18,Strikes Damage Ukrainian Power Stations Ahead of Winter,"Video showed smoke rising near power plants in Ukraine. President Volodymyr Zelensky said Russian attacks in recent days have destroyed 30 percent of the nation’s power stations, causing large-scale blackouts.",Strikes Damage Ukrainian Power Stations Ahead Winter,"Video showed smoke rising near power plants Ukraine . President Volodymyr Zelensky said Russian attacks recent days destroyed 30 percent nation ’ power stations , causing large-scale blackouts .",English,https://www.nytimes.com/video/world/europe/100000008587169/russian-strikes-ukraine-power-stations.html,,Unknown,Unknown,False,NYTimes," Video shows smoke rising near power plants in Ukraine . President Zelensky says 30 percent of power stations have been destroyed . Russian attacks in recent days have caused large-scale blackouts, he says . Zelenski says Russian attacks have destroyed 30% of the nation’s power stations .","('blackouts', 0.4325)"
247,The New York Times,2022-10-18,"Danny Meyer’s Roman Restaurant, Reopens as Maialino (vicino)","A New York brasserie menu in Fort Greene, Brooklyn, from the Peaches team, Freds’ brief return to the former Barneys space, and more restaurant news.","Danny Meyer ’ Roman Restaurant , Reopens Maialino ( vicino )","A New York brasserie menu Fort Greene , Brooklyn , Peaches team , Freds ’ brief return former Barneys space , restaurant news .",English,https://www.nytimes.com/2022/10/18/dining/nyc-restaurant-news.html,,Unknown,Unknown,False,NYTimes," A New York brasserie menu in Fort Greene, Brooklyn, from the Peaches team . Freds’s brief return to the former Barneys space, and more restaurant news. Freds is a former New York City eatery that opened in 2011 at Barneys .","('freds', 0.5392)"
