,Author,Published Date,Title,Text,Title_without_stopwords,Text_without_stopwords,Language,Site_url,Main_img_url,Type,Label,hasImage,camefrom
222,The New York Times,2022-10-03,"North Korea Fires Powerful Missile, Using Old Playbook in a New World","The last time Pyongyang launched a weapon over Japan was in 2017, when Donald J. Trump was president and Kim Jong-un seemed intent on escalating conflict with Washington.","North Korea Fires Powerful Missile , Using Old Playbook New World","The last time Pyongyang launched weapon Japan 2017 , Donald J. Trump president Kim Jong-un seemed intent escalating conflict Washington .",English,https://www.nytimes.com/2022/10/03/world/asia/japan-north-korea-missile.html,,Unknown,Unknown,FALSE,NYTimes
223,The New York Times,2022-10-03,"In Retreat on Ukrainian Fronts, Russia Shows Signs of Disarray","Confusion and recriminations marked the Russian efforts to call up draftees and claim sovereignty over Ukrainian territory, as well as the Russian response to battlefield setbacks.","In Retreat Ukrainian Fronts , Russia Shows Signs Disarray","Confusion recriminations marked Russian efforts call draftees claim sovereignty Ukrainian territory , well Russian response battlefield setbacks .",English,https://www.nytimes.com/2022/10/03/world/europe/russia-disarray-ukraine.html,,Unknown,Unknown,FALSE,NYTimes
224,The New York Times,2022-10-03,Russia¡¯s Small Nuclear Arms: A Risky Option for Putin and Ukraine Alike,"President Vladimir V. Putin of Russia has 2,000 small nuclear weapons, but their utility on the battlefield may not be worth the longer-term costs.",Russia ¡¯ Small Nuclear Arms : A Risky Option Putin Ukraine Alike,"President Vladimir V. Putin Russia 2,000 small nuclear weapons , utility battlefield may worth longer-term costs .",English,https://www.nytimes.com/2022/10/03/us/politics/russia-tactical-nuclear-weapons.html,,Unknown,Unknown,FALSE,NYTimes
225,Wirecutter,2022-10-04,A One-Handed Lifter¡¯s Adaptive Fitness Equipment Recommendations,"I started strength training at the beginning of the pandemic after years of letting a misguided commitment to running rattle my knees. I had long known the value of strength training using compound lifts (exercises that utilize multiple joints and muscle groups simultaneously, such as a bench press or a squat). But I didn¡¯t realize...",A One-Handed Lifter ¡¯ Adaptive Fitness Equipment Recommendations,"I started strength training beginning pandemic years letting misguided commitment running rattle knees . I long known value strength training using compound lifts ( exercises utilize multiple joints muscle groups simultaneously , bench press squat ) . But I ¡¯ realize ...",English,https://www.nytimes.com/wirecutter/blog/adaptive-fitness-equipment/,,Unknown,Unknown,FALSE,NYTimes
226,The New York Times,2022-10-04,"A Frontline Mystery: Was He Scouting for Firewood, or for Russia?","Outside the city of Lyman, Ukrainian troops ran across a 69-year-old Soviet veteran. He was placed in an improvised blindfold. All were enveloped in the fog of war.","A Frontline Mystery : Was He Scouting Firewood , Russia ?","Outside city Lyman , Ukrainian troops ran across 69-year-old Soviet veteran . He placed improvised blindfold . All enveloped fog war .",English,https://www.nytimes.com/2022/10/04/world/europe/ukraine-russia-prisoner-lyman.html,,Unknown,Unknown,FALSE,NYTimes
227,The New York Times,2022-10-04,Your Tuesday Briefing,Ukraine¡¯s advances against Russian forces.,Your Tuesday Briefing,Ukraine ¡¯ advances Russian forces .,English,https://www.nytimes.com/2022/10/04/briefing/ukraine-advances-russia-nuclear-weapons.html,,Unknown,Unknown,FALSE,NYTimes
228,The New York Times,2022-10-04,Zelensky promises a ¡®clear and fair¡¯ approach in reclaimed territory.,President Volodymyr Zelensky of Ukraine is seeking to reassure Ukrainians living in territory the country has reclaimed that they would be treated fairly.,Zelensky promises ¡® clear fair ¡¯ approach reclaimed territory .,President Volodymyr Zelensky Ukraine seeking reassure Ukrainians living territory country reclaimed would treated fairly .,English,https://www.nytimes.com/2022/10/04/world/europe/zelensky-promises-a-clear-and-fair-approach-in-reclaimed-territory.html,,Unknown,Unknown,FALSE,NYTimes
229,The New York Times,2022-10-04,"Corrections: Oct. 4, 2022","Corrections that appeared in print on Tuesday, Oct. 4, 2022.","Corrections : Oct. 4 , 2022","Corrections appeared print Tuesday , Oct. 4 , 2022 .",English,https://www.nytimes.com/2022/10/04/pageoneplus/corrections-oct-4-2022.html,,Unknown,Unknown,FALSE,NYTimes
230,The New York Times,2022-10-04,"The First Global Deflation Has Begun, and It¡¯s Unclear Just How Painful It Will Be",We now find ourselves in the midst of the most comprehensive tightening of monetary policy the world has seen.,"The First Global Deflation Has Begun , It ¡¯ Unclear Just How Painful It Will Be",We find midst comprehensive tightening monetary policy world seen .,English,https://www.nytimes.com/2022/10/04/opinion/the-all-too-real-risk-of-a-global-recession.html,,Unknown,Unknown,FALSE,NYTimes
231,The New York Times,2022-10-04,Back in the Fight,"Russia¡¯s war in Ukraine has sent marines from famously neutral Sweden into the arms of NATO, where they have been working with American forces.",Back Fight,"Russia ¡¯ war Ukraine sent marines famously neutral Sweden arms NATO , working American forces .",English,https://www.nytimes.com/2022/10/04/us/politics/sweden-ukraine-nato-marines.html,,Unknown,Unknown,FALSE,NYTimes
232,The New York Times,2022-10-04,A Public Health Success Story,We revisit the subject of Covid and racial inequities.,A Public Health Success Story,We revisit subject Covid racial inequities .,English,https://www.nytimes.com/2022/10/04/briefing/covid-race-gaps.html,,Unknown,Unknown,FALSE,NYTimes
233,The New York Times,2022-10-04,Saudi Arabia and Russia May Find Their Oil Pricing Power Limited,Reduced global demand may offset any supply cut by OPEC and its allies.,Saudi Arabia Russia May Find Their Oil Pricing Power Limited,Reduced global demand may offset supply cut OPEC allies .,English,https://www.nytimes.com/2022/10/04/business/energy-environment/oil-market.html,,Unknown,Unknown,FALSE,NYTimes
234,The New York Times,2022-10-04,Keeping Up With the Crypto Influencers,"Also, a group of regulators put together after the financial crisis weighs on how risky digital currencies are to the economy.",Keeping Up With Crypto Influencers,"Also , group regulators put together financial crisis weighs risky digital currencies economy .",English,https://www.nytimes.com/2022/10/04/business/dealbook/kardashian-crypto-sec-gensler-ethereummax.html,,Unknown,Unknown,FALSE,NYTimes
235,The New York Times,2022-10-04,"In Speedy Embrace of Herschel Walker, Republicans Make Familiar Political Bargain","While the Georgia Senate candidate denied a report that he paid for an ex-girlfriend¡¯s abortion, his Republican allies looked past the claims toward November.","In Speedy Embrace Herschel Walker , Republicans Make Familiar Political Bargain","While Georgia Senate candidate denied report paid ex-girlfriend ¡¯ abortion , Republican allies looked past claims toward November .",English,https://www.nytimes.com/2022/10/04/us/politics/herschel-walker-abortion-allegation-georgia-senate.html,,Unknown,Unknown,FALSE,NYTimes
236,The New York Times,2022-10-04,"At N.Y.U., a Hard Course, Student Complaints and a Fired Professor",Organic chemistry students said the class was too hard and organized a petition. Also: Connecting with Judaism; mental health; Russian annexation.,"At N.Y.U. , Hard Course , Student Complaints Fired Professor",Organic chemistry students said class hard organized petition . Also : Connecting Judaism ; mental health ; Russian annexation .,English,https://www.nytimes.com/2022/10/04/opinion/letters/nyu-tough-professor.html,,Unknown,Unknown,FALSE,NYTimes
237,The New York Times,2022-10-04,Protecting the Peatlands of Ireland as Fuel Costs Skyrocket,One in seven Irish households still burn peat for heat. New rules are aimed at discouraging a practice that many consider part of the culture.,Protecting Peatlands Ireland Fuel Costs Skyrocket,One seven Irish households still burn peat heat . New rules aimed discouraging practice many consider part culture .,English,https://www.nytimes.com/2022/10/04/world/europe/ireland-peat-burning-carbon.html,,Unknown,Unknown,FALSE,NYTimes
238,The New York Times,2022-10-04,Ukraine¡¯s top diplomat tries to counter Russia¡¯s narrative on Africa tour.,"¡°I arrived here and I hear, ¡®Russia and Ukraine are one people,¡¯¡± Ukraine¡¯s foreign minister, Dmytro Kuleba, said in Senegal on the first stop of his 10-day trip across Africa.",Ukraine ¡¯ top diplomat tries counter Russia ¡¯ narrative Africa tour .,"¡° I arrived I hear , ¡® Russia Ukraine one people , ¡¯ ¡± Ukraine ¡¯ foreign minister , Dmytro Kuleba , said Senegal first stop 10-day trip across Africa .",English,https://www.nytimes.com/2022/10/04/world/africa/kuleba-africa-tour.html,,Unknown,Unknown,FALSE,NYTimes
239,The New York Times,2022-10-04,The Monumental Work and Life of Barbara Chase-Riboud,"As two new retrospectives consider the staggering scope of the artist¡¯s career, she reflects on seven decades of creativity.",The Monumental Work Life Barbara Chase-Riboud,"As two new retrospectives consider staggering scope artist ¡¯ career , reflects seven decades creativity .",English,https://www.nytimes.com/2022/10/04/t-magazine/barbara-chase-riboud.html,,Unknown,Unknown,FALSE,NYTimes
240,The New York Times,2022-10-04,Your Tuesday Evening Briefing,Here¡¯s what you need to know at the end of the day.,Your Tuesday Evening Briefing,Here ¡¯ need know end day .,English,https://www.nytimes.com/2022/10/04/briefing/ukraine-southern-advance-elon-musk-twitter.html,,Unknown,Unknown,FALSE,NYTimes
241,The New York Times,2022-10-04,Your Wednesday Briefing: Ukraine gains ground in south,Plus Elon Musk suggests buying Twitter at his original price and North Korea fires a missile over Japan,Your Wednesday Briefing : Ukraine gains ground south,Plus Elon Musk suggests buying Twitter original price North Korea fires missile Japan,English,https://www.nytimes.com/2022/10/04/briefing/your-wednesday-briefing-ukraine-gains-ground-in-south.html,,Unknown,Unknown,FALSE,NYTimes
242,The New York Times,2022-10-04,A Chess Champion¡¯s Warning About Ukraine and U.S. Democracy,"Seeing the Russian invasion as part of a war on democracy that poses a serious threat to the United States, Garry Kasparov is leading a push to keep Western countries engaged in the fight.",A Chess Champion ¡¯ Warning About Ukraine U.S. Democracy,"Seeing Russian invasion part war democracy poses serious threat United States , Garry Kasparov leading push keep Western countries engaged fight .",English,https://www.nytimes.com/2022/10/04/us/politics/garry-kasparov-ukraine-democracy.html,,Unknown,Unknown,FALSE,NYTimes
243,The New York Times,2022-10-04,"Ukraine Expels Some Russian Troops in South, Expanding Campaign",Moscow¡¯s retreat has pulled back the curtain on a panorama of ruined towns and empty villages left in its wake.,"Ukraine Expels Some Russian Troops South , Expanding Campaign",Moscow ¡¯ retreat pulled back curtain panorama ruined towns empty villages left wake .,English,https://www.nytimes.com/2022/10/04/world/europe/ukraine-russia-war.html,,Unknown,Unknown,FALSE,NYTimes
244, Newsweek,2022-10-04,Russia Hasn't Answered 'Serious' Offer to Free Brittney Griner: White House,A White House spokesperson says the WNBA star is facing another sham trial and that the Kremlin won't play ball on her release.,Russia Has n't Answered 'Serious ' Offer Free Brittney Griner : White House,A White House spokesperson says WNBA star facing another sham trial Kremlin wo n't play ball release .,English,https://www.newsweek.com/russia-hasnt-answered-serious-offer-free-brittney-griner-white-house-1748957,https://www.bing.com/th?id=OVFT.QEuV_HcTDgAcXhRIBiy2jS&pid=News,Unknown,Unknown,TRUE,BingNews
245, YAHOO!News,2022-10-04,Will Russia use nuclear weapons?,STORY: Will Russia use nuclear weapons?President Vladimir Putin has warned he¡¯s ready to use nuclear weapons to defend Russia amid the war in Ukraine. Putin cautioned it was no bluff. And the U.S. and NATO are taking him seriously.,Will Russia use nuclear weapons ?,STORY : Will Russia use nuclear weapons ? President Vladimir Putin warned ¡¯ ready use nuclear weapons defend Russia amid war Ukraine . Putin cautioned bluff . And U.S. NATO taking seriously .,English,https://news.yahoo.com/russia-nuclear-weapons-231306559.html,https://www.bing.com/th?id=OVFT.y7kVk91OdPOFtbda0iqL1S&pid=News,Unknown,Unknown,TRUE,BingNews
246, Newsweek,2022-10-04,U.S. Has Only Two Options Left for Russia's War on Ukraine: RAND,Raphael Cohen and Gian Gentile of RAND wrote that the U.S. either has to ensure a Ukrainian victory or accept the consequences of a Ukrainian defeat.,U.S. Has Only Two Options Left Russia 's War Ukraine : RAND,Raphael Cohen Gian Gentile RAND wrote U.S. either ensure Ukrainian victory accept consequences Ukrainian defeat .,English,https://www.newsweek.com/rand-us-two-options-russia-ukraine-war-1748902,https://www.bing.com/th?id=OVFT.IGzBfiujH_LH1lX4j6aZBi&pid=News,Unknown,Unknown,TRUE,BingNews
247, Foreign Policy,2022-10-04,Russia¡¯s Army Keeps Collapsing After Falling Back in Kherson,"Russia¡¯s latest military collapse happened like bankruptcy: gradually and then suddenly. For weeks, Ukraine had been using U.S.- and European-provided multiple launch rocket systems and artillery to systematically cut the bridges in Russian-occupied Kherson and wear down its troops with short,",Russia ¡¯ Army Keeps Collapsing After Falling Back Kherson,"Russia ¡¯ latest military collapse happened like bankruptcy : gradually suddenly . For weeks , Ukraine using U.S.- European-provided multiple launch rocket systems artillery systematically cut bridges Russian-occupied Kherson wear troops short ,",English,https://foreignpolicy.com/2022/10/04/russia-army-retreating-kherson-ukraine/,https://www.bing.com/th?id=OVFT.xjcLMY5JhS2h58uineZu-S&pid=News,Unknown,Unknown,TRUE,BingNews
